"subject" "activity" "variable" "mean(value)"
"subject1" "walking_downstairs" "tBodyGyroMagStd" -0.225724368061224
"subject1" "walking_upstairs" "tBodyGyroMagStd" -0.14861931805283
"subject3" "standing" "tBodyGyroMagStd" -0.88212522147541
"subject3" "sitting" "tBodyGyroMagStd" -0.925518103807692
"subject3" "laying" "tBodyGyroMagStd" -0.954275110967742
"subject3" "walking" "tBodyGyroMagStd" -0.561510683275862
"subject3" "walking_downstairs" "tBodyGyroMagStd" -0.245794699346939
"subject3" "walking_upstairs" "tBodyGyroMagStd" -0.408886653186441
"subject5" "standing" "tBodyGyroMagStd" -0.867041711785714
"subject5" "sitting" "tBodyGyroMagStd" -0.931414810454546
"subject5" "laying" "tBodyGyroMagStd" -0.958287921923077
"subject5" "walking" "tBodyGyroMagStd" -0.492176823571429
"subject5" "walking_downstairs" "tBodyGyroMagStd" -0.360678305253192
"subject5" "walking_upstairs" "tBodyGyroMagStd" -0.354687870212766
"subject6" "standing" "tBodyGyroMagStd" -0.915891572982456
"subject6" "sitting" "tBodyGyroMagStd" -0.921259472727273
"subject6" "laying" "tBodyGyroMagStd" -0.920914497017544
"subject6" "walking" "tBodyGyroMagStd" -0.36560291677193
"subject6" "walking_downstairs" "tBodyGyroMagStd" -0.0426276750979167
"subject6" "walking_upstairs" "tBodyGyroMagStd" -0.199893710196078
"subject7" "standing" "tBodyGyroMagStd" -0.918438958867924
"subject7" "sitting" "tBodyGyroMagStd" -0.898063314375
"subject7" "laying" "tBodyGyroMagStd" -0.918662459038462
"subject7" "walking" "tBodyGyroMagStd" -0.19828316695614
"subject7" "walking_downstairs" "tBodyGyroMagStd" -0.259751603446809
"subject7" "walking_upstairs" "tBodyGyroMagStd" -0.418144852156863
"subject8" "standing" "tBodyGyroMagStd" -0.95322478962963
"subject8" "sitting" "tBodyGyroMagStd" -0.953001632173913
"subject8" "laying" "tBodyGyroMagStd" -0.932470764444444
"subject8" "walking" "tBodyGyroMagStd" -0.238746703958333
"subject8" "walking_downstairs" "tBodyGyroMagStd" -0.0466291872078947
"subject8" "walking_upstairs" "tBodyGyroMagStd" -0.109327923829268
"subject11" "standing" "tBodyGyroMagStd" -0.977071437446809
"subject11" "sitting" "tBodyGyroMagStd" -0.959964488301887
"subject11" "laying" "tBodyGyroMagStd" -0.954713182807018
"subject11" "walking" "tBodyGyroMagStd" -0.558362783220339
"subject11" "walking_downstairs" "tBodyGyroMagStd" -0.339349828493478
"subject11" "walking_upstairs" "tBodyGyroMagStd" -0.377909862407407
"subject14" "standing" "tBodyGyroMagStd" -0.931426203833333
"subject14" "sitting" "tBodyGyroMagStd" -0.947081158333333
"subject14" "laying" "tBodyGyroMagStd" -0.913433185882353
"subject14" "walking" "tBodyGyroMagStd" -0.201401930542373
"subject14" "walking_downstairs" "tBodyGyroMagStd" -0.0665144570666667
"subject14" "walking_upstairs" "tBodyGyroMagStd" 0.299975979851852
"subject15" "standing" "tBodyGyroMagStd" -0.931286778679245
"subject15" "sitting" "tBodyGyroMagStd" -0.963475074915254
"subject15" "laying" "tBodyGyroMagStd" -0.924043007638889
"subject15" "walking" "tBodyGyroMagStd" -0.425798469148148
"subject15" "walking_downstairs" "tBodyGyroMagStd" -0.284249712071429
"subject15" "walking_upstairs" "tBodyGyroMagStd" -0.288429008639583
"subject16" "standing" "tBodyGyroMagStd" -0.964105768461539
"subject16" "sitting" "tBodyGyroMagStd" -0.937942404637681
"subject16" "laying" "tBodyGyroMagStd" -0.959020036285714
"subject16" "walking" "tBodyGyroMagStd" -0.665078404313726
"subject16" "walking_downstairs" "tBodyGyroMagStd" -0.422315316808511
"subject16" "walking_upstairs" "tBodyGyroMagStd" -0.518189646470588
"subject17" "standing" "tBodyGyroMagStd" -0.977680837435898
"subject17" "sitting" "tBodyGyroMagStd" -0.97541025484375
"subject17" "laying" "tBodyGyroMagStd" -0.959325498732394
"subject17" "walking" "tBodyGyroMagStd" -0.522494763606557
"subject17" "walking_downstairs" "tBodyGyroMagStd" -0.352687281086957
"subject17" "walking_upstairs" "tBodyGyroMagStd" -0.440837260125
"subject19" "standing" "tBodyGyroMagStd" -0.937951031506849
"subject19" "sitting" "tBodyGyroMagStd" -0.950491807945205
"subject19" "laying" "tBodyGyroMagStd" -0.955906646506024
"subject19" "walking" "tBodyGyroMagStd" -0.0218463165461538
"subject19" "walking_downstairs" "tBodyGyroMagStd" 0.237821231894872
"subject19" "walking_upstairs" "tBodyGyroMagStd" -0.26440144275
"subject21" "standing" "tBodyGyroMagStd" -0.945614401797753
"subject21" "sitting" "tBodyGyroMagStd" -0.971225061647059
"subject21" "laying" "tBodyGyroMagStd" -0.949289148
"subject21" "walking" "tBodyGyroMagStd" -0.408304434423077
"subject21" "walking_downstairs" "tBodyGyroMagStd" -0.388420328666667
"subject21" "walking_upstairs" "tBodyGyroMagStd" -0.420236002514894
"subject22" "standing" "tBodyGyroMagStd" -0.900776555555555
"subject22" "sitting" "tBodyGyroMagStd" -0.933268487096774
"subject22" "laying" "tBodyGyroMagStd" -0.923911565972222
"subject22" "walking" "tBodyGyroMagStd" -0.390775683913044
"subject22" "walking_downstairs" "tBodyGyroMagStd" -0.263921983758333
"subject22" "walking_upstairs" "tBodyGyroMagStd" -0.2025581772
"subject23" "standing" "tBodyGyroMagStd" -0.923796565588235
"subject23" "sitting" "tBodyGyroMagStd" -0.937006097352941
"subject23" "laying" "tBodyGyroMagStd" -0.957227585972222
"subject23" "walking" "tBodyGyroMagStd" 0.163346451623729
"subject23" "walking_downstairs" "tBodyGyroMagStd" 0.0539972903222222
"subject23" "walking_upstairs" "tBodyGyroMagStd" -0.366732989313725
"subject25" "standing" "tBodyGyroMagStd" -0.959884274324324
"subject25" "sitting" "tBodyGyroMagStd" -0.970639125692308
"subject25" "laying" "tBodyGyroMagStd" -0.856017369726027
"subject25" "walking" "tBodyGyroMagStd" -0.489809386081081
"subject25" "walking_downstairs" "tBodyGyroMagStd" -0.38216092137931
"subject25" "walking_upstairs" "tBodyGyroMagStd" -0.387754116158462
"subject26" "standing" "tBodyGyroMagStd" -0.96265358554054
"subject26" "sitting" "tBodyGyroMagStd" -0.964742022307692
"subject26" "laying" "tBodyGyroMagStd" -0.965676821973684
"subject26" "walking" "tBodyGyroMagStd" -0.538329286101695
"subject26" "walking_downstairs" "tBodyGyroMagStd" -0.296158291686
"subject26" "walking_upstairs" "tBodyGyroMagStd" -0.514032410181818
"subject27" "standing" "tBodyGyroMagStd" -0.965693334
"subject27" "sitting" "tBodyGyroMagStd" -0.970782132714286
"subject27" "laying" "tBodyGyroMagStd" -0.971915732837838
"subject27" "walking" "tBodyGyroMagStd" -0.482452355789474
"subject27" "walking_downstairs" "tBodyGyroMagStd" -0.307952089840909
"subject27" "walking_upstairs" "tBodyGyroMagStd" -0.501775426447059
"subject28" "standing" "tBodyGyroMagStd" -0.876917545696202
"subject28" "sitting" "tBodyGyroMagStd" -0.951065984027778
"subject28" "laying" "tBodyGyroMagStd" -0.928940913375
"subject28" "walking" "tBodyGyroMagStd" -0.460511661296296
"subject28" "walking_downstairs" "tBodyGyroMagStd" -0.22448414468913
"subject28" "walking_upstairs" "tBodyGyroMagStd" -0.476923344705882
"subject29" "standing" "tBodyGyroMagStd" -0.975358665384615
"subject29" "sitting" "tBodyGyroMagStd" -0.971578024666667
"subject29" "laying" "tBodyGyroMagStd" -0.977040093043478
"subject29" "walking" "tBodyGyroMagStd" -0.358814096603774
"subject29" "walking_downstairs" "tBodyGyroMagStd" -0.26740979843125
"subject29" "walking_upstairs" "tBodyGyroMagStd" -0.0800476153673469
"subject30" "standing" "tBodyGyroMagStd" -0.887247636779661
"subject30" "sitting" "tBodyGyroMagStd" -0.960641288225806
"subject30" "laying" "tBodyGyroMagStd" -0.951264441
"subject30" "walking" "tBodyGyroMagStd" -0.266845731292308
"subject30" "walking_downstairs" "tBodyGyroMagStd" -0.208267542032258
"subject30" "walking_upstairs" "tBodyGyroMagStd" -0.169293534323077
"subject2" "standing" "tBodyGyroJerkMagMean" -0.983951904259259
"subject2" "sitting" "tBodyGyroJerkMagMean" -0.991081493913044
"subject2" "laying" "tBodyGyroJerkMagMean" -0.991767074166667
"subject2" "walking" "tBodyGyroJerkMagMean" -0.547911950338983
"subject2" "walking_downstairs" "tBodyGyroJerkMagMean" -0.410872671489362
"subject2" "walking_upstairs" "tBodyGyroJerkMagMean" -0.572816438541667
"subject4" "standing" "tBodyGyroJerkMagMean" -0.967614073928571
"subject4" "sitting" "tBodyGyroJerkMagMean" -0.9804904618
"subject4" "laying" "tBodyGyroJerkMagMean" -0.985068502037037
"subject4" "walking" "tBodyGyroJerkMagMean" -0.6813040365
"subject4" "walking_downstairs" "tBodyGyroJerkMagMean" -0.592843014888889
"subject4" "walking_upstairs" "tBodyGyroJerkMagMean" -0.686978374423077
"subject9" "standing" "tBodyGyroJerkMagMean" -0.969824044222222
"subject9" "sitting" "tBodyGyroJerkMagMean" -0.9733641366
"subject9" "laying" "tBodyGyroJerkMagMean" -0.964524819
"subject9" "walking" "tBodyGyroJerkMagMean" -0.510253995769231
"subject9" "walking_downstairs" "tBodyGyroJerkMagMean" -0.469028434047619
"subject9" "walking_upstairs" "tBodyGyroJerkMagMean" -0.672840561836735
"subject10" "standing" "tBodyGyroJerkMagMean" -0.971637661590909
"subject10" "sitting" "tBodyGyroJerkMagMean" -0.993707487592593
"subject10" "laying" "tBodyGyroJerkMagMean" -0.970830848965517
"subject10" "walking" "tBodyGyroJerkMagMean" -0.440363636603774
"subject10" "walking_downstairs" "tBodyGyroJerkMagMean" -0.401854311315789
"subject10" "walking_upstairs" "tBodyGyroJerkMagMean" -0.523462968510638
"subject12" "standing" "tBodyGyroJerkMagMean" -0.969289973606557
"subject12" "sitting" "tBodyGyroJerkMagMean" -0.980392337647059
"subject12" "laying" "tBodyGyroJerkMagMean" -0.971067768833333
"subject12" "walking" "tBodyGyroJerkMagMean" -0.5174937754
"subject12" "walking_downstairs" "tBodyGyroJerkMagMean" -0.442831079130435
"subject12" "walking_upstairs" "tBodyGyroJerkMagMean" -0.674972132307692
"subject13" "standing" "tBodyGyroJerkMagMean" -0.983637634912281
"subject13" "sitting" "tBodyGyroJerkMagMean" -0.992604304489796
"subject13" "laying" "tBodyGyroJerkMagMean" -0.98544626483871
"subject13" "walking" "tBodyGyroJerkMagMean" -0.303508210175439
"subject13" "walking_downstairs" "tBodyGyroJerkMagMean" -0.323552439276596
"subject13" "walking_upstairs" "tBodyGyroJerkMagMean" -0.631964902181818
"subject18" "standing" "tBodyGyroJerkMagMean" -0.988685954931507
"subject18" "sitting" "tBodyGyroJerkMagMean" -0.994873439824561
"subject18" "laying" "tBodyGyroJerkMagMean" -0.993095122615385
"subject18" "walking" "tBodyGyroJerkMagMean" -0.636485896964286
"subject18" "walking_downstairs" "tBodyGyroJerkMagMean" -0.701663073636364
"subject18" "walking_upstairs" "tBodyGyroJerkMagMean" -0.781652689310345
"subject20" "standing" "tBodyGyroJerkMagMean" -0.94793650109589
"subject20" "sitting" "tBodyGyroJerkMagMean" -0.983010276060606
"subject20" "laying" "tBodyGyroJerkMagMean" -0.986749500882353
"subject20" "walking" "tBodyGyroJerkMagMean" -0.194893253196078
"subject20" "walking_downstairs" "tBodyGyroJerkMagMean" -0.268183423577778
"subject20" "walking_upstairs" "tBodyGyroJerkMagMean" -0.37192841627451
"subject24" "standing" "tBodyGyroJerkMagMean" -0.982387268985507
"subject24" "sitting" "tBodyGyroJerkMagMean" -0.991306424705882
"subject24" "laying" "tBodyGyroJerkMagMean" -0.982780873888889
"subject24" "walking" "tBodyGyroJerkMagMean" -0.507824745862069
"subject24" "walking_downstairs" "tBodyGyroJerkMagMean" -0.497152238363636
"subject24" "walking_upstairs" "tBodyGyroJerkMagMean" -0.658751629152542
"subject1" "standing" "tBodyGyroJerkMagMean" -0.994966790566038
"subject1" "sitting" "tBodyGyroJerkMagMean" -0.991976341276596
"subject1" "laying" "tBodyGyroJerkMagMean" -0.96346103
"subject1" "walking" "tBodyGyroJerkMagMean" -0.298703679084211
"subject1" "walking_downstairs" "tBodyGyroJerkMagMean" -0.295463843346939
"subject1" "walking_upstairs" "tBodyGyroJerkMagMean" -0.59488286509434
"subject3" "standing" "tBodyGyroJerkMagMean" -0.962339339672131
"subject3" "sitting" "tBodyGyroJerkMagMean" -0.977998051923077
"subject3" "laying" "tBodyGyroJerkMagMean" -0.98671362516129
"subject3" "walking" "tBodyGyroJerkMagMean" -0.566135217931034
"subject3" "walking_downstairs" "tBodyGyroJerkMagMean" -0.508567577142857
"subject3" "walking_upstairs" "tBodyGyroJerkMagMean" -0.658861401355932
"subject5" "standing" "tBodyGyroJerkMagMean" -0.958405900892857
"subject5" "sitting" "tBodyGyroJerkMagMean" -0.973848287045454
"subject5" "laying" "tBodyGyroJerkMagMean" -0.9864194225
"subject5" "walking" "tBodyGyroJerkMagMean" -0.444532485357143
"subject5" "walking_downstairs" "tBodyGyroJerkMagMean" -0.39719562106383
"subject5" "walking_upstairs" "tBodyGyroJerkMagMean" -0.47348816787234
"subject6" "standing" "tBodyGyroJerkMagMean" -0.963406222982456
"subject6" "sitting" "tBodyGyroJerkMagMean" -0.962929227818182
"subject6" "laying" "tBodyGyroJerkMagMean" -0.955645738245614
"subject6" "walking" "tBodyGyroJerkMagMean" -0.321290483140351
"subject6" "walking_downstairs" "tBodyGyroJerkMagMean" -0.0829366854166667
"subject6" "walking_upstairs" "tBodyGyroJerkMagMean" -0.342895367921569
"subject7" "standing" "tBodyGyroJerkMagMean" -0.977377083018868
"subject7" "sitting" "tBodyGyroJerkMagMean" -0.981665122291667
"subject7" "laying" "tBodyGyroJerkMagMean" -0.983008829038462
"subject7" "walking" "tBodyGyroJerkMagMean" -0.300022779964912
"subject7" "walking_downstairs" "tBodyGyroJerkMagMean" -0.399229959148936
"subject7" "walking_upstairs" "tBodyGyroJerkMagMean" -0.661969771960784
"subject8" "standing" "tBodyGyroJerkMagMean" -0.987580587777778
"subject8" "sitting" "tBodyGyroJerkMagMean" -0.991807428043478
"subject8" "laying" "tBodyGyroJerkMagMean" -0.978438191296296
"subject8" "walking" "tBodyGyroJerkMagMean" -0.339129269583333
"subject8" "walking_downstairs" "tBodyGyroJerkMagMean" -0.126189142894737
"subject8" "walking_upstairs" "tBodyGyroJerkMagMean" -0.400664014146342
"subject11" "standing" "tBodyGyroJerkMagMean" -0.993428183617021
"subject11" "sitting" "tBodyGyroJerkMagMean" -0.989519031132076
"subject11" "laying" "tBodyGyroJerkMagMean" -0.990641248245614
"subject11" "walking" "tBodyGyroJerkMagMean" -0.63073270559322
"subject11" "walking_downstairs" "tBodyGyroJerkMagMean" -0.599294760652174
"subject11" "walking_upstairs" "tBodyGyroJerkMagMean" -0.757314813888889
"subject14" "standing" "tBodyGyroJerkMagMean" -0.974873328
"subject14" "sitting" "tBodyGyroJerkMagMean" -0.988317606666667
"subject14" "laying" "tBodyGyroJerkMagMean" -0.975621183137255
"subject14" "walking" "tBodyGyroJerkMagMean" -0.519895046779661
"subject14" "walking_downstairs" "tBodyGyroJerkMagMean" -0.275120883488889
"subject14" "walking_upstairs" "tBodyGyroJerkMagMean" -0.399921949557407
"subject15" "standing" "tBodyGyroJerkMagMean" -0.984407077924528
"subject15" "sitting" "tBodyGyroJerkMagMean" -0.992188893898305
"subject15" "laying" "tBodyGyroJerkMagMean" -0.983235025416667
"subject15" "walking" "tBodyGyroJerkMagMean" -0.543979500555556
"subject15" "walking_downstairs" "tBodyGyroJerkMagMean" -0.509466648095238
"subject15" "walking_upstairs" "tBodyGyroJerkMagMean" -0.663637117708333
"subject16" "standing" "tBodyGyroJerkMagMean" -0.992848576025641
"subject16" "sitting" "tBodyGyroJerkMagMean" -0.992444606231884
"subject16" "laying" "tBodyGyroJerkMagMean" -0.990839526285714
"subject16" "walking" "tBodyGyroJerkMagMean" -0.671541834117647
"subject16" "walking_downstairs" "tBodyGyroJerkMagMean" -0.590896636382979
"subject16" "walking_upstairs" "tBodyGyroJerkMagMean" -0.737705162156863
"subject17" "standing" "tBodyGyroJerkMagMean" -0.993672973717949
"subject17" "sitting" "tBodyGyroJerkMagMean" -0.996334795
"subject17" "laying" "tBodyGyroJerkMagMean" -0.985542411126761
"subject17" "walking" "tBodyGyroJerkMagMean" -0.517167440655738
"subject17" "walking_downstairs" "tBodyGyroJerkMagMean" -0.540325787826087
"subject17" "walking_upstairs" "tBodyGyroJerkMagMean" -0.637367490625
"subject19" "standing" "tBodyGyroJerkMagMean" -0.985801637671233
"subject19" "sitting" "tBodyGyroJerkMagMean" -0.989450316575342
"subject19" "laying" "tBodyGyroJerkMagMean" -0.985342497710843
"subject19" "walking" "tBodyGyroJerkMagMean" -0.164699977592308
"subject19" "walking_downstairs" "tBodyGyroJerkMagMean" 0.0875816618205128
"subject19" "walking_upstairs" "tBodyGyroJerkMagMean" -0.372790526575
"subject21" "standing" "tBodyGyroJerkMagMean" -0.976857084157303
"subject21" "sitting" "tBodyGyroJerkMagMean" -0.990307349882353
"subject21" "laying" "tBodyGyroJerkMagMean" -0.985915906888889
"subject21" "walking" "tBodyGyroJerkMagMean" -0.426930725
"subject21" "walking_downstairs" "tBodyGyroJerkMagMean" -0.452828682444444
"subject21" "walking_upstairs" "tBodyGyroJerkMagMean" -0.577935642978723
"subject22" "standing" "tBodyGyroJerkMagMean" -0.978603529206349
"subject22" "sitting" "tBodyGyroJerkMagMean" -0.98547603483871
"subject22" "laying" "tBodyGyroJerkMagMean" -0.981716936388889
"subject22" "walking" "tBodyGyroJerkMagMean" -0.461999528913043
"subject22" "walking_downstairs" "tBodyGyroJerkMagMean" -0.459579670833333
"subject22" "walking_upstairs" "tBodyGyroJerkMagMean" -0.568111869047619
"subject23" "standing" "tBodyGyroJerkMagMean" -0.9763992525
"subject23" "sitting" "tBodyGyroJerkMagMean" -0.986514066029412
"subject23" "laying" "tBodyGyroJerkMagMean" -0.984557478611111
"subject23" "walking" "tBodyGyroJerkMagMean" 0.0115305410508475
"subject23" "walking_downstairs" "tBodyGyroJerkMagMean" -0.0463117766203704
"subject23" "walking_upstairs" "tBodyGyroJerkMagMean" -0.504367150588235
"subject25" "standing" "tBodyGyroJerkMagMean" -0.985091991216216
"subject25" "sitting" "tBodyGyroJerkMagMean" -0.99286465
"subject25" "laying" "tBodyGyroJerkMagMean" -0.969783262465753
"subject25" "walking" "tBodyGyroJerkMagMean" -0.678466069054054
"subject25" "walking_downstairs" "tBodyGyroJerkMagMean" -0.664713625172414
"subject25" "walking_upstairs" "tBodyGyroJerkMagMean" -0.777106026615385
"subject26" "standing" "tBodyGyroJerkMagMean" -0.98854482527027
"subject26" "sitting" "tBodyGyroJerkMagMean" -0.994466446282051
"subject26" "laying" "tBodyGyroJerkMagMean" -0.99219798
"subject26" "walking" "tBodyGyroJerkMagMean" -0.51239882559322
"subject26" "walking_downstairs" "tBodyGyroJerkMagMean" -0.4187798104
"subject26" "walking_upstairs" "tBodyGyroJerkMagMean" -0.648099850181818
"subject27" "standing" "tBodyGyroJerkMagMean" -0.989532103875
"subject27" "sitting" "tBodyGyroJerkMagMean" -0.994034710714286
"subject27" "laying" "tBodyGyroJerkMagMean" -0.994355043783784
"subject27" "walking" "tBodyGyroJerkMagMean" -0.562587199473684
"subject27" "walking_downstairs" "tBodyGyroJerkMagMean" -0.440546586136364
"subject27" "walking_upstairs" "tBodyGyroJerkMagMean" -0.699895090784314
"subject28" "standing" "tBodyGyroJerkMagMean" -0.959681019113924
"subject28" "sitting" "tBodyGyroJerkMagMean" -0.981213159305556
"subject28" "laying" "tBodyGyroJerkMagMean" -0.978220270625
"subject28" "walking" "tBodyGyroJerkMagMean" -0.546248758518519
"subject28" "walking_downstairs" "tBodyGyroJerkMagMean" -0.340417305565217
"subject28" "walking_upstairs" "tBodyGyroJerkMagMean" -0.620279797647059
"subject29" "standing" "tBodyGyroJerkMagMean" -0.992144698923077
"subject29" "sitting" "tBodyGyroJerkMagMean" -0.995392308166667
